Key	Wikidata ID	Description
Mizui, Mariko (historian)	Q109909025	Mariko Mizui.
Mobley, Gail (literary scholar)	Q109909026	Gail Elaine Mobley.
Montgomery, Alison (literary scholar)	Q109909027	Alison Montgomery.
Moore, Harry T. (author)		Harry T. Moore of Southern Illinois University. Edited an edition of Sprigg's Anglia Rediviva in 1960. May be the literary critic Harry Thornton Moore (1908-81). Not the civil rights activist Harry Tyson Moore (1905-51).
Moore, Shawn (literary scholar)	Q86983031	Shawn Moore. Studying Margaret Cavendish.
Moore-Colyer, Richard J (historian)	Q123668455	Richard J. Moore-Colyer. Agricultural historian. Also wrote article on British Army horse supply.
Morant, Philip (antiquary)	Q7184099	Rev. Philip Morant (1700-1770). Collected many documents relating to the history of Essex: some in British Library, some in Essex Record Office.
Morgan, N J (historian)		N. J. Morgan. Thesis Lancaster University (1985): The Quakers and the Establishment, 1660-1730, with specific reference to the North-West of England.
Morgan, Rhys (historian)	Q109909028	Rhys Morgan.
Morrill, John (historian)	Q6249467	John Stephen Morrill
Morris, Robert (historian)		Robert Morris. Civil war in western England. Not same as R. J. Morris.
Morris, Rupert Hugh (historian)	Q7380331	Rupert Hugh Morris. Historian of Cheshire.
Morrison, Stuart (historian)	Q109909029	Stuart Morrison.
Morrissey, John (historian)	Q109909030	John Morrissey.
Mosler, David F (historian)		David F. Mosler. Local historian of Warwickshire.
Mowbray, Stuart (historian)	Q87184547	Stuart C. Mowbray. Wrote about swords.
Mukherji, Subha (literary scholar)	Q109909031	Subha Mukherji.
Mulligan, Lotte (nee Glow, historian)		Lotte Mulligan (nee Glow). Political historian active in 20th century.
Mullins, E L C (historian)	Q87185960	Edward Lindsay Carson Mullins
Munby, Lionel M (historian)	Q87185962	Lionel Maxwell Munby
Mungeam, Gerald I (historian)	Q123668456	Gerald I. Mungeam. Weapons and armour.
Murdoch, Steve (historian)	Q7613438	Steve Murdoch
Murphey, Rhoads (historian)	Q19845218	Rhoads Murphey. Historian of Turkey
Murphy, Elaine (historian)	Q87183941	Elaine Murphy. Maritime and naval historian.
Murphy, Emilie K M (historian)	Q109909032	Emilie Katie Maria Murphy.
Myers, Robin (historian)	Q25859815	Robin Myers. Book historian.
Nagel, Lawson Chase (historian)	Q86983032	Lawson Chase Nagel. Thesis on London militia.
Narveson, Kate (historian)	Q87185963	Kate Narveson
Nash, P J (historian)	Q109909033	P. J. Nash.
Nash, Richard (historian)	Q123668457	Richard Nash. Literary scholar and historian working on 17th-century horse racing and breeding.
Neale, Kenneth (historian)	Q87184551	Kenneth James Neale
Nenner, Howard A (historian)	Q87185964	Howard A. Nenner
Neufeld, Matthew (historian)	Q87185965	Matthew Neufeld
Nevitt, Marcus (literary scholar)	Q87186051	Marcus Nevitt
Newland, Katharyne (historian)	Q109909034	Katharyne Clare Newland.
Newman, Peter R (historian)	Q87183942	Peter Robert Newman
Newton, Gill (geographer)	Q124343102	Gill Newton. Historical geographer and computer programmer. Formerly with Cambridge Population Group. Now at Strathclyde University.
Newton, Robert (historian)	Q109854204	Robert Newton. Local and landscape historian.
Nicholas, Donald (historian)	Q87183944	Donald Nicholas. Wrote about secretary Sir Edward Nicholas.
Nichols, John Gough (historian)	Q15636261	John Gough Nichols. 19th-century antiquary and printer. Edited Lady Anne Halkett's memoirs.
Nicholson, Eirwen (historian)	Q109909035	Eirwen Elisabeth Caecilia Nicholson.
Nixon, Mark (historian)	Q84675337	Mark Nixon. Independent curator and historian of political ideas and material culture in Victorian Britain. Thesis and article on S. R. Gardiner. Not same as literary critic at Reading University who studies Samuel Beckett.
Noble, Mark (historian)	Q6769038	Mark Noble. Biographer of regicides.
Noonkester, Myron C (historian)	Q86983034	Myron C. Noonkester
Norbrook, David (historian)	Q5238071	David Norbrook. Literary historian.
Norman, A (historian)		A. Norman. Local historian of Dorset.
Norris, Hugh (historian)	Q86983036	Hugh Norris
Norris, John (historian)	Q123668458	John Alfred Norris. Artillery.
Norris, Michael A (historian)		Michael A. Norris. 2003 article on Edward Sexby.
Notestein, Wallace (historian)	Q7962863	Wallace Notestein
Nott, Helena Elizabeth (historian)	Q87184554	Helena Elizabeth Nott
Nugent-Grenville, George (historian)	Q3101799	George Nugent-Grenville (1789-1850), 2nd Baron Nugent. Biographer of John Hampden.
Nusbacher, Lynette (historian)	Q183136	Lynette Nusbacher
Nussbaum, Damian (historian)	Q109909037	Damian Nussbaum.
Ó hAnnracháin, Tadhg (historian)	Q87186052	Tadhg Ó hAnnracháin
Ó Siochrú, Micheál (historian)	Q60639097	Micheál Ó Siochrú. Historian of Ireland.
O'Brien, Patrick (historian)	Q3369740	Patrick Karl O'Brien. Historian of London.
O'Brien, Sheilagh Ilona (historian)		Sheilagh Ilona O'Brien. Doing PhD on witch trials in East Anglia, 1645-47. Publications on 17thC witches and Afrikaner identity.
O'Day, Rosemary (historian)	Q21705126	Rosemary O'Day
O'Doherty, Leon (historian)	Q109909038	Leon O'Doherty.
O'Donnell, Katherine (historian)	Q81097187	Katherine O'Donnell
O'Hara, David A (historian)	Q87186053	David A. O'Hara
O'Keeffe, Eleanor A (historian)	Q109909039	Eleanor Anne O'Keeffe.
O'Rourke, Michael (historian)	Q86983039	Michael O'Rourke
Ogier, Darryl M (historian)	Q109909040	Darryl Mark Ogier.
Ogle, Octavius (historian)	Q65493035	Octavius Ogle
Ohlmeyer, Jane H (historian)	Q54086485	Jane H. Ohlmeyer. Historian of Ireland.
Okada, T (historian)	Q109909041	T. Okada.
Oldridge, Darren (historian)	Q98713624	Darren Oldridge.
Oliver, Kingsley M (historian)	Q87185382	Kingsley M. Oliver. RAF officer and historian of London Saddlers' Company.
Ollard, Richard (historian)	Q7328168	Richard Ollard (middle name may be Lawrence?)
Olney, Richard J (historian)	Q87186054	Richard John Olney
Oppenheim, Michael (historian)	Q6833252	Michael Oppenheim. Naval historian.
Orchard, Christopher R (literary scholar)	Q109909042	Christopher R. Orchard.
Orlik, Susan M (historian)	Q109909043	Susan Mary Orlik.
Orlin, Lena Cowen (literary scholar)	Q87185384	Lena Cowen Orlin
Ormerod, George (historian)	Q5543043	George Ormerod
Ornsby, George (historian)	Q18730360	George Ornsby. Edited Lord William Howard’s household accounts.
Orr, D Alan (historian)	Q87186055	D. Alan Orr
Osborne, Mike (historian)	Q123668459	Mike Osborne. Partizan Press author on sieges.
Osborne, Simon (historian)	Q124331516	Simon Charles Osborne. Midland History prize winning article on clubmen.
Outhwaite, R B (historian)	Q62036547	R. B. Outhwaite aka Brian Outhwaite
Overton, Mark (historian)	Q52557040	Mark Overton
Padfield, Tim (archivist)	Q87183945	Tim Padfield
Palfrey, Ian (historian)		Ian Palfrey. Local historian of Devon.
Palliser, David M (historian)	Q44323615	David Michael Palliser.
Pallister, William (literary scholar)	Q109909044	William Pallister.
Palmer, John (historian)	Q6251812	John Palmer. Architect and historian. Wrote about siege of Manchester.
Palmer, Stanley H (historian)	Q7599847	Stanley Howard Palmer.
Palmer, W G (historian)		W. G. Palmer. First name may be William. 1982 article on middle group. Not William George the chemist. Possibly William 1951-, possibly also book on Oliver St John 1993.
Palmieri, Brooke Sylvia (historian)	Q109909045	Brooke Sylvia Palmieri.
Parfitt, George (literary scholar)	Q86983041	George Albert Eakins Parfitt. Edited Wheatcroft's diary.
Park, Eunmi (literary scholar)		Eunmi Park. Thesis University of Edinburgh (2004): Dialogic conflict and the rhetoric of (de)legitimation in Milton and his contemporaries.
Parker, Geoffrey (historian)	Q1355845	Geoffrey Parker. Military historian.
Parker, Kenneth (literary scholar)	Q87183625	Kenneth Parker
Parkes, Joan (historian)	Q87186056	Joan Parkes
Parkinson, Richard (historian)	Q56006943	Richard Parkinson
Parolin, Peter (literary scholar)	Q87186058	Peter Parolin
Parrott, David (historian)	Q87186059	David Parrott. Military historian.
Parry, Edward (historian)		Edward Parry. Historian of Wales. Not 19thC antiquary.
Parry, R H (historian)	Q123668460	Raymond Howard Parry. Edited ''The English Civil War and After''.
Parsons, Daniel (historian)	Q87184559	Daniel Parsons. Biography of Sir Henry Slingsby.
Parsons, Sarah (historian)	Q109909047	Sarah Parsons.
Partner, Jane (literary scholar)	Q123668461	Jane Charlotte Augusta Partner.
Patrick, John Max (literary scholar)	Q57237909	John Max Patrick.
Patrides, C A (literary scholar)	Q5006250	Constantinos Apostolos Patrides.
Paul, Joanne (historian)	Q123668462	Joanne Paul.
Paul, Robert S (historian)	Q123668463	Robert Sydney Paul.
Peacey, Jason (historian)	Q87186060	Jason Tom Peacey
Peachey, Stuart (historian)	Q7626941	Stuart Peachey
Peacock, Edward (historian)	Q5344795	Edward Peacock
Pearl, Valerie (historian)	Q7911320	Valerie Pearl
Pebworth, Ted-Larry (literary scholar)	Q87186061	Ted-Larry Pebworth
Peck, Imogen (historian)	Q86983043	Imogen Peck
Peck, Linda Levy (historian)	Q64007142	Linda Levy Peck
Peernajmodin, Hossein (literary scholar)	Q109909048	Hossein Peernajmodin.
Pelling, Margaret (historian)	Q64667319	Margaret Pelling
Pells, Ismini (historian)	Q87183949	Ismini Georgina Sylvia Pells
Pennell, Sara (historian)	Q88646844	Sara Pennell. Foor historian.
Pennie, A R (historian)	Q109909049	A. R. Pennie.
Pennington, D H (historian)	Q5203619	Donald Henshaw Pennington
Pepper, Simon (historian)	Q22087244	Simon Pepper. Architectural historian specialising in fortifications.
Percival, Janet (archivist)	Q87186062	Janet Percival
Peskett, Pamela (archivist)	Q87186063	Pamela Peskett
Pestana, Carla Gardina (historian)	Q87186064	Carla Gardina Pestana
Petchey, William J (historian)	Q109909050	William John Petchey.
Peters, Christine (historian)	Q86983047	Christine Peters
Peters, Erin (historian)	Q87186066	Erin Peters
Peters, Marie-Claire (historian)	Q109909051	Marie-Claire Peters.
Peters, Martha K (historian)	Q109909053	Martha Kate Peters.
Petrie, Charles (historian)	Q1065760	Charles Petrie
Pfeil, Michael (historian)	Q87184560	Michael Pfeil. Wrote about drumming.
Philip, I G (historian)	Q87183951	Ian Gilbert Philip
Phillips, C B (historian)	Q66236484	Colin Bonham Phillips (1944-). Local historian of Lancashire and Cheshire. Edited Lowther estate books.
Phillips, Gervase (historian)	Q87186068	Gervase Phillips
Phillips, J Rowland (historian)		J. Rowland Phillips. Wales and marches.
Phillips, Mary (literary scholar)		Mary Phillips. Thesis University of Reading (1999): Space and subjectivity: the (en)gendering of English Catholicism, 1580-1640.
Picard, Liza (historian)	Q6660428	Liza Picard
Pick, Peter R (literary scholar)		Peter Richard Pick. Thesis University of Birmingham (2000): Interjections of silence: the poetics and politics of radical protestant writing 1642-1660.
Pickles, J T (historian)		J. T. Pickles. Manchester MA dissertation on royalism in Staffordshire.
Pierce, Helen (historian)	Q87186070	Helen Pierce
Pierpoint, Stephen (historian)	Q87185385	Stephen Pierpoint
Pincus, Steven (historian)	Q7615148	Steven Pincus
Pitman, Jan (historian)	Q109909054	Jan Pitman.
Pittman, Susan (historian)	Q87185388	Susan Pittman. Wrote about deer parks.
Pitts, Susan E E (historian)		Susan E. E. Pitts. 1997 article on Slingsby family.
Platt, Edith M (historian)	Q123668464	Edith M. Platt. Local historian of Liverpool.
Plomer, Henry Robert (historian)	Q18917186	Henry Robert Plomer
Plowden, Alison (historian)	Q4727164	Alison Plowden
Pocock, J G A (historian)	Q1336397	J. G. A. Pocock
Pointon, T J (historian)	Q109909055	T. J. Pointon.
Pollock, Linda A (historian)	Q28916762	Linda A. Pollock
Poole, Robert (historian)	Q7348963	Robert Poole
Porter, Stephen (historian)	Q55713958	Stephen Porter
Postles, David (historian)	Q87186074	David Postles
Potts, Alistair J (historian)	Q109909056	Alistair James Potts.
Poulton, Helen J (historian)	Q66691894	Helen J. Poulton
Powell, Hunter (historian)	Q113829473	Hunter Eugene Powell.
Powell, J R (historian)	Q87185391	John Rowland Powell. Naval historian.
Power, M J (historian)	Q123668465	M. J. Power. London society and population, active in 1980s.
Poynter, Frederick Noel Lawrence (historian)	Q18922261	Frederick Noel Lawrence Poynter. Librarian and medical historian. Expert on Gervase Markham.
Poynting, Sarah (literary scholar)	Q88646846	Sarah K. Poynting. Working on Charles I's letters.
Poyntz, Nick (historian)	Q86911712	Nick Poyntz. Articles on crowd actions and print culture. Blog at Mercurius Politicus.
Prak, Maarten (historian)	Q55621174	Maarten Prak
Prall, Stuart E (historian)	Q87186077	Stuart Edward Prall
Prest, Wilfrid (historian)	Q8001979	Wilfrid Robertson Prest
Price, Glenn (historian)	Q116745379	Glenn William Price. Keele PhD on logistics.
Prince, Les (historian)	Q86983048	Les Prince. Military historian, leadership theorist and illustrator, especially of military flags. Associated with Partizan Press.
Prior, Charles W A (historian)	Q63993116	Charles W. A. Prior
Prior, M E (historian)	Q87186082	M. E. Prior
Prögler, Daniela (historian)	Q123668466	Daniela Prögler.
Pullin, Naomi (historian)	Q87186085	Naomi Rebecca Pullin
Purkiss, Diane (historian)	Q15454798	Diane Purkiss. Historian and literary scholar.
Putley, John (historian)		John Putley. Wrote about Scilly Isles in civil war. May also be local historian of Gloucester and Forest of Dean.
Questier, Michael (historian)	Q6833660	Michael C. Questier. Historian of religion, especially catholicism.
Quinn, Paul L (literary scholar)	Q109909057	Paul Laurence Quinn.
Quinsee, Susannah J (literary scholar)	Q109909058	Susannah Jane Quinsee.
Quintrell, Brian W (historian)	Q87184566	Brian W. Quintrell
Raab, Felix (historian)	Q113808539	Felix Raab.
Rackham, Oliver (ecologist)	Q2888789	Oliver Rackham. Historical ecologist specializing in trees.
Raines, Francis Robert (historian)	Q5482317	Francis Robert Raines. Editor of Stanley papers.
Raistrick, Arthur (archaeologist)	Q4800069	Arthur Raistrick. Archaeologist, geologist, and landscape historian.
Rait, Robert Sangster (historian)	Q7349146	Robert Sangster Rait
Rakoczy, Lila (archaeologist)	Q44310947	Lila Rakoczy.
Ralph, Philip Lee (historian)	Q87184570	Philip Lee Ralph
Ramsey, Robert William (historian)	Q87186088	Robert William Ramsey
Randall, David (historian)	Q86983050	David Randall. Credibility. Also writes young adult fantasy novels.
Ranger, Terence (historian)	Q2404525	Terence Osborn Ranger.
Raper, A C (historian)	Q123668467	Anthony C. Raper, aka Tony Raper. Local historian of Hampshire.
Raspa, Anthony (historian)	Q87184573	Anthony Raspa
Raymond, Joad (historian)	Q87186090	Joad Raymond
Raymond, Stuart A (historian)	Q87186091	Stuart A. Raymond
Razzell, Edward (historian)	Q87185392	Edward Razzell
Razzell, Peter Ernest (historian)	Q87185394	Peter Ernest Razzell
Readings, W J (literary scholar)	Q109909059	W. J. Readings.
Redmond, Joan (historian)	Q86983052	Joan Redmond
Reece, Henry (historian)	Q56120129	Henry M. Reece. Military historian.
Reed, Michael (historian)	Q123668468	Michael Arthur Reed (born 1930). Thesis University of Leicester (1978): Ipswich in the seventeenth century. Also wrote Bucks Landscape, see: https://www.bahs.org.uk/AGHR/ARTICLES/32n2a4.pdf
Reeks, John (historian)	Q61820469	John Reeks. Early-modern social and religious historian associated with Bristol.
Rees, Emma L E (historian)	Q16728827	Emma L. E. Rees
Rees, John (historian)	Q15524692	John Collwyn Rees. Political activist and historian of radicalism.
Reese, Peter (historian)	Q87183952	Peter Reese. Biography of George Monck.
Reeve, John (historian)		John Reeve. Historian of Irish rebellion.
Régnier-McKellar, Sara (historian)		Sara Siona Régnier-McKellar. Thesis on masculinity of English Civil War soldiers.
Reid, Stuart (historian)	Q16186441	Stuart Reid
Reid, William (historian)	Q17977107	William Reid. Military historian and museum curator. 1966 article about Commonwealth supply departments in Tower of London.
Reilly, Tom (historian)	Q7817350	Tom Reilly. Historian of Ireland.
Reisner, Noam (literary scholar)	Q109909060	Noam Reisner.
Relle, Eleanor Gwynne (literary scholar)	Q109909061	Eleanor Gwynne Relle.
Reynolds, Matthew R (historian)	Q109909062	Matthew Ray Reynolds.
Reynolds, Neil (historian)		Neil Anthony Charles Reynolds. Thesis University of Cambridge (1996): The Stuart Court and courtiers in exile, 1644-1654.
Rhoden, Wilfred Jack (historian)	Q124342316	Wilfred Jack Rhoden. PhD from Sheffield University. Lecturer at Bishop Grosseteste University, Lincoln. Contributor to Midland History.
Richards, Jeff (historian)		Jeff Richards. Siege of Leicester.
Richardson, Adam P (historian)		Adam Parker Richardson. Thesis University of Leicester (2015): Thomas Manton and the Presbyterians in Interregnum and Restoration England.
Richardson, Amanda (historian)	Q63992913	Amanda Richardson.
Richardson, Glenn (historian)	Q87186093	Glenn Richardson
Richardson, R C (historian)	Q87185401	Roger Charles Richardson
Richardson, Thom (curator)	Q64876484	Thom Richardson. Wrote about Littlecote arms collection.
Rickman, Johanna (historian)	Q87186095	Johanna Rickman
Rickword, G O (historian)		G. O. Rickword. Contributor to Journal of the Society for Army Historical Research.
Riden, Philip (historian)	Q87186096	Philip Riden
Ridsdill Smith, Geoffrey (historian)		Geoffrey Ridsdill Smith. Wrote biography of Sir Henry Slingsby and co-wrote Leaders of the Civil War with Margaret Toynbee.
Riello, Giorgio (historian)	Q62560356	Giorgio Riello
Rigby, S H (historian)	Q64662186	Stephen Henry Rigby
Rigney, James (literary scholar)	Q109909063	James Rigney.
Riley, Jonathon (historian)	Q6274981	Jonathon Riley. Military historian and former British Army officer.
Riley, Karis G (literary scholar)	Q109909064	Karis G. Riley.
Rimer, Graeme (curator)	Q87183955	Graeme Rimer. Wrote about Littlecote arms collection.
Ritchie, I A (historian)		I. A. Ritchie. Contributor to Journal of the Society for Army Historical Research.
Rivett, Gary (historian)	Q64624760	Gary Rivett.
Riviere, Janine (historian)	Q87186105	Janine Riviere
Robbins, Simon (historian)	Q87183628	Simon Robbins
Roberts, Eleanor (historian)	Q87184574	Eleanor Roberts
Roberts, Elizabeth Mary Dew (historian)		Elizabeth Mary Dew Roberts, aka Barbara Mary Dew Roberts. Historian and historical novelist. Wrote ''Mitre and Musket'', biography of Archbishop John Williams.
Roberts, Helen (archivist)		Helen Roberts. Formerly archivist at Hull University, now working in health.
Roberts, Keith (historian)	Q87183956	Keith Roberts
Roberts, Michael (1908-1996, historian, Sweden)	Q3856252	Michael Roberts (1908-1996). Historian of early-modern Sweden and the Military Revolution. Worked at Queen's University Belfast.
Roberts, Michael Frederick (historian, Wales)	Q85285840	Michael Frederick Roberts. Historian of early-modern gender and Wales. Worked at Aberystwyth University.
Roberts, Rebecca J (historian)	Q109909065	Rebecca J. Roberts.
Roberts, Stephen Bryn (historian)	Q84984117	Stephen Bryn Roberts. Historian of puritanism. PhD from Aberdeen University.
Roberts, Stephen K (historian)	Q84986974	Stephen Kenneth Roberts. Historian of 17th-century Britain and director of History of Parliament. Not same as Stephen Frederick Roberts, historian of Chartism.
Robertshaw, Andrew (historian)	Q4758405	Andrew Robertshaw
Robertson, Haileigh E (historian)	Q109909066	Haileigh Elouise Robertson.
Robertson, James C (historian)		James C. Robertson. Demographic history of London, active in 1990s. Middle name not Craigie, Crighton, Cole or Constable.
Robertson, Karen (historian)	Q87186108	Karen Robertson
Robertson, Lynne M (literary scholar)	Q109909067	Lynne M. Robertson.
Robinson, Gavin (historian)	Q60664224	Gavin Robinson. Also admin of this wiki.
Robinson, Philip S (historian)	Q109909068	Philip S. Robinson.
Robinson, Richard (historian)		Richard Robinson. Local historian of Bristol.
Robson, Tristram (literary scholar)	Q109909069	Tristram Newton Fatkin Robson.
Rogers, Clifford J (historian)	Q5132980	Clifford J. Rogers. Military historian.
Rogers, David (literary scholar)	Q106606199	David McGregor Rogers.
Rogers, H C B (historian)	Q87183958	Hugh Cuthbert Bassett Rogers
Roots, Ivan (historian)	Q27919874	Ivan Roots
Roper, Lyndal (historian)	Q6708600	Lyndal Roper
Rosario, Deborah H (literary scholar)	Q123668469	Deborah Hope Rosario.
Roslak, Oleg M (historian)	Q109909070	Oleg M. Roslak.
Rosser, Gervase (historian)	Q87186111	Gervase Rosser
Rowe, Anne (historian)	Q123990561	Anne Rowe. Landscape historian studying Hertfordshire.
Rowe, Violet A (historian)		Violet A. Rowe. Thesis Royal Holloway, University of London (1965): The political and administrative career of Sir Henry Vane the Younger 1640 to April 1653.
Rowlands, M B (historian)	Q87183632	Marie B. Rowlands
Rowley, Matthew (historian)	Q113451840	Matthew P. Rowley.
Rowley, Trevor (archaeologist)	Q38304023	Richard Trevor Rowley. Archaeologist and landscape historian.
Roy, Ian (historian)	Q55713962	Author.
Royle, Trevor (historian)	Q87186112	Trevor Royle
Rudge, Robert (historian)	Q109909071	Robert  John Rudge, aka Robbie Rudge.
Ruffle, Bob (archaeologist)	Q108134909	Bob Ruffle.
Russell, Conrad (5th Earl Russell, historian)	Q336220	Conrad Russell, 5th Earl Russell. Politician and historian. Son of Bertrand Russell.
Rutherford, Stephen M (historian)	Q86983053	Stephen Mark Rutherford. Scientist, education researcher and medical historian.
Ryrie, Alec (historian)	Q60957973	Alec Ryrie. Religious historian.
Sabbadini, Lorenzo (historian)	Q123668470	Lorenzo Sabbadini.
Saddington, Justin (curator)		Justin Saddington. Curator at National Army Museum.
Sadler, S L (historian)	Q86983055	Susan Lyn Sadler, aka Sue Sadler.
Sainty, J C (historian)	Q15994725	John Christopher Sainty
Salmon, Christine M (literary scholar)	Q109909072	Christine Mary Salmon.
Salter, Herbert Edward (historian)	Q19041810	Herbert Edward Salter. Edited Oxford council acts.
Sandassie, Samantha (historian)		Samantha Sandassie. Medical historian.
Sanderson, John B (historian)	Q123668471	John. B. Sanderson.
Sangha, Laura (historian)	Q87186114	Laura Sangha
Sargeant, Jack D	Q98792721	Jack David Sargeant. Historian of politics and material culture in English Revolution
Sawyer, Richard (historian)	Q87183960	Richard Sawyer. Wrote about Cheriton.
Sawyerr, Desmond J (literary scholar)	Q109909073	Desmond Jonathan Sawyerr.
Scales, Len (historian)	Q87186115	Leonard Eric Scales
Scally, John (historian)	Q109909074	John Joseph Scally.
Scarfe, Norman (historian)	Q59533882	Norman Scarfe. Local and lanscape historian, especially of Suffolk.
Schen, Claire (historian)	Q87186118	Claire Schen
Schepper, Susanna L B de (historian)	Q109909075	Susanna L. B. de Schepper.
Schofield, Bertram (historian)	Q87183961	Bertram Schofield
Schürger, André (archaeologist)	Q109909076	André Schürger.
Schwarz, M L (historian)		M. L. Schwarz. Article on politics in Canadian Journal of History, 1970s.
Schwoerer, Lois G (historian)	Q20675696	Lois Green Schwoerer. Historian of gun culture.
Scott, Christopher L (historian)	Q87183965	Christopher L. Scott
Scott, David A (historian)	Q86983059	David Alexander Scott
Scott, Douglas D (archaeologist)	Q5301396	Douglas D. Scott
Scott, Geoffrey (historian)	Q86983061	Abbot Walter Geoffrey Scott. Catholic monk and historian of Catholic gentry and abbies. Not architectural historian or Death of Shelley.
Scott, Walter, Sir (author)	Q79025	Sir Walter Scott, novelist and historian.
Scott-Baumann, Elizabeth (literary scholar)	Q109909077	Elizabeth Scott-Baumann.
Scott-Ellis, Thomas (8th Baron Howard de Walden)	Q914546	Thomas Evelyn Scott-Ellis, 8th Baron Howard de Walden, 4th Baron Seaford (1880-1946). Editor of ''The Complete Peerage''.
Scouller, R E (historian)	Q124336966	Major R. E. (probably Raibeart Elder) Scouller. Contributor to Journal of the Society for Army Historical Research. Book on Armies of Queen Anne. Not same as trade unionist Bob Scouller.
Scudder, Elizabeth (archivist)	Q87185402	Elizabeth Scudder
Scutts, Sarah (historian)	Q109909078	Sarah Scutts.
Seaver, Paul S (historian)	Q85431174	Paul Siddall Seaver
Seaward, Paul (historian)	Q24572812	Paul Seaward. Historian associated with History of Parliament.
Seel, Graham E (historian)	Q87184576	Graham E. Seel
Seeliger, Sylvia V (historian)	Q109909079	Sylvia Victoria Seeliger.
Selwood, Jacob (historian)	Q87185406	Jacob Selwood
Serjeantson, Richard W (historian)	Q109909080	Richard William Serjeantson.
Severs, David F (historian)	Q109909081	David Fred Severs.
Shagan, Ethan H (historian)	Q5402943	Ethan H. Shagan
Shapin, Steven (sociologist)	Q967777	Steven Shapin. Sociologist who has written on the history of truth.
Sharp, Buchanan (historian)	Q87186121	Buchanan Sharp (1942-2020).
Sharp, R A (historian)	Q109909082	R. A. Sharp.
Sharpe, James Anthony (historian)	Q39078668	James Anthony Sharpe. Social historian.
Sharpe, Kevin M (historian)	Q6397480	Kevin M. Sharpe
Sharpe, Reginald Robinson (historian)	Q27058608	Reginald Robinson Sharpe
Shaw, Gareth (historian)	Q109909083	Gareth Shaw.
Shedd, John A (historian)	Q86983063	John A. Shedd. Articles on apprentices and indemnity cases.
Shepard, Alexandra (historian)	Q56486558	Alexandra Jane Shepard. Gender historian.
Shepherd, William Scott (historian)	Q109909084	William Scott Shepherd.
Sheppard, Julia (archivist)	Q87185407	Julia Sheppard
Sherwell, John William (historian)	Q86983067	John William Sherwell
Sherwood, Roy (historian)	Q87184580	Roy Edward Sherwood
Shiels, William J (historian)	Q87183634	William J. Shiels
Shifflett, Andrew Eric (historian)	Q87186127	Andrew Eric Shifflett. Wrote about stoicism.
Shoesmith, Ronald (historian)	Q63758783	Ronald Shoesmith
Shuger, Debora K (historian)	Q5248148	Debora Kuller Shuger. Literary scholar and historian.
Silcock, Robin H (historian)	Q87184581	Robin Henry Silcock
Simms, Rupert (historian)	Q87184583	Rupert Simms
Simpson, Clive (historian)		Clive Simpson. Partizan Press books about civil war in Staffordshire. May also have written GCSE textbook.
Simpson, Grant G (historian)	Q87186130	Grant Gray Simpson. Scottish history and palaeography.
Singleton, Charles (historian)	Q87183966	Charles Singleton
Singleton, Daniel E (literary scholar)	Q109909086	Daniel E. Singleton.
Skea, Kinda (historian)	Q109909087	Kinda Skea.
Skinner, Quentin (historian)	Q465807	Quentin Skinner
Slack, Paul (historian)	Q7153641	Paul Slack
Slack, Ron (historian)	Q87184586	Ron Slack
Slade, Paul R (literary scholar)	Q109909088	Paul Robert Slade.
Slater, Terry (historian)	Q7705014	Terry Slater. Historical geographer.
Sleigh-Johnson, Nigel Victor (historian)	Q61750199	Nigel Victor Sleigh-Johnson.
Sletcher, Michael A (historian)	Q123668472	Michael Alan Sletcher.
Small, Margaret (historian)		Margaret Small. Colonial historian.
Smith, A W (historian)		A. W. Smith. Editor of Cromwelliana.
Smith, Brian S (historian)	Q86983069	Brian Stanley Smith. Local historian studying Gloucestershire and possibly Herefordshire.
Smith, David L (historian)	Q5239902	David Lawrence Smith
Smith, David Michael (historian)	Q42751942	David Michael Smith. Medieval historian associated with Borthwick Institute.
Smith, Geoffrey Ridsdill (historian)	Q86983071	Geoffrey Ridsdill Smith
Smith, Helen (literary scholar)	Q56723892	Helen Smith.
Smith, Hilda L (historian)	Q87186131	Hilda L. Smith
Smith, Julia J (literary scholar)		Julia Jane Smith. Thesis University of Oxford (1983): A comparison of the imaginative response of Donne and Milton to a selection of theological doctrines.
Smith, L M (historian)	Q109909089	L. M. Smith.
Smith, Lisa (historian)	Q79415201	Lisa Wynne Smith.
Smith, Liz (historian)	Q86983073	Liz Smith. Wrote 17th-century phrase book.
Smith, Nigel (historian)	Q55625207	Nigel Smith. Literary historian.
Smith, Richard (geographer)		Richard Smith. Historical geographer with Cambridge Population Group.
Smith, Robert (literary scholar)		Robert William Frederick Smith. Thesis University of Southampton (2013): John Trussell: a life (1575-1648).
Smith, S D (historian)	Q86983075	S. D. Smith
Smith, Steven Rau (historian)		Steven Rau Smith. Articles on London apprentices. Thesis from Vanderbilt University, 1971.
Smuts, R Malcolm (historian)	Q87186134	Robert Malcolm Smuts
Smyth, Adam (literary scholar)	Q109909090	Adam Smyth.
Snow, Vernon F (historian)	Q44395837	Vernon F. Snow
Soenmez, Margaret J-M (literary scholar)	Q109909091	Margaret J.-M. Soenmez.
Somers, John (historian)	Q2855776	John Somers, 1st Baron Somers. Editor of Somers tracts.
Sommerville, Johann P (historian)	Q87186136	Johann P. Sommerville
Sommerville, Margaret R (historian)	Q87186138	Margaret R. Sommerville
